Date,EmployeeID,Category,Amount,Merchant,Description
2025-05-25,EMP046,Software,1702.98,Atlassian,Software expense at Atlassian
2025-06-28,EMP100,Meals,218.67,Chipotle,Meals expense at Chipotle
2025-10-03,EMP128,Travel,976.42,United,Travel expense at United
2025-04-30,EMP042,IT Hardware,1232.57,Apple Store,IT Hardware expense at Apple Store
2025-08-17,EMP004,Meals,280.28,Ruths Chris,Meals expense at Ruths Chris
2025-03-03,EMP039,Lodging,2117.19,Marriott,Lodging expense at Marriott
2024-12-27,EMP116,Travel,1004.38,United,Travel expense at United
2025-06-21,EMP045,Meals,361.71,Dominos,Meals expense at Dominos
2025-02-05,EMP045,Software,1773.98,Salesforce,Software expense at Salesforce
2025-05-20,EMP031,Lodging,1567.51,Hilton,Lodging expense at Hilton
2025-01-27,EMP111,Travel,980.96,Uber,Travel expense at Uber
2025-02-28,EMP073,Software,2735.03,Slack,Software expense at Slack
2025-06-26,EMP070,Lodging,1143.39,Marriott,Lodging expense at Marriott
2025-04-16,EMP090,Travel,737.65,United,Travel expense at United
2025-10-29,EMP131,Office,425.57,Amazon Biz,Office expense at Amazon Biz
2025-11-09,EMP037,Lodging,1810.78,Holiday Inn,Lodging expense at Holiday Inn
2025-03-11,EMP063,Lodging,1232.6,Airbnb,Lodging expense at Airbnb
2025-03-17,EMP060,Lodging,1307.24,Marriott,Lodging expense at Marriott
2025-05-29,EMP072,Travel,910.73,Uber,Travel expense at Uber
2025-02-12,EMP115,Lodging,2873.67,Marriott,Lodging expense at Marriott
2025-06-02,EMP135,IT Hardware,3157.36,Newegg,IT Hardware expense at Newegg
2025-04-19,EMP127,Meals,19.04,Chipotle,Meals expense at Chipotle
2025-05-04,EMP047,IT Hardware,222.7,Newegg,IT Hardware expense at Newegg
2025-09-03,EMP112,Meals,55.43,Local Diner,Meals expense at Local Diner
2025-03-08,EMP009,Meals,131.38,Local Diner,Meals expense at Local Diner
2025-05-04,EMP007,Travel,208.12,Lyft,Travel expense at Lyft
2025-08-11,EMP002,Travel,48.57,Amtrak,Travel expense at Amtrak
2025-10-01,EMP053,Office,232.72,Office Depot,Office expense at Office Depot
2025-02-13,EMP041,Lodging,2754.63,Hilton,Lodging expense at Hilton
2025-02-14,EMP145,Software,316.89,Atlassian,Software expense at Atlassian
2025-10-15,EMP139,Office,197.56,Staples,Office expense at Staples
2025-01-21,EMP084,Meals,303.64,Ruths Chris,Meals expense at Ruths Chris
2025-08-20,EMP060,Office,287.68,Office Depot,Office expense at Office Depot
2025-05-13,EMP059,Software,2837.15,Zoom,Software expense at Zoom
2025-10-13,EMP149,Travel,971.93,United,Travel expense at United
2025-05-15,EMP054,IT Hardware,3051.79,Dell,IT Hardware expense at Dell
2025-07-23,EMP022,IT Hardware,2569.74,Apple Store,IT Hardware expense at Apple Store
2024-12-10,EMP129,Lodging,1881.45,Airbnb,Lodging expense at Airbnb
2025-07-31,EMP150,Office,865.77,Office Depot,Office expense at Office Depot
2025-04-08,EMP055,IT Hardware,269.15,Newegg,IT Hardware expense at Newegg
2025-04-20,EMP088,Lodging,2722.57,Hilton,Lodging expense at Hilton
2025-02-12,EMP064,Travel,1091.72,Lyft,Travel expense at Lyft
2025-10-08,EMP024,Lodging,1818.75,Hyatt,Lodging expense at Hyatt
2025-07-22,EMP038,Travel,292.26,Uber,Travel expense at Uber
2025-01-09,EMP061,Travel,1333.46,Uber,Travel expense at Uber
2025-06-04,EMP025,Meals,367.62,Chipotle,Meals expense at Chipotle
2025-01-28,EMP135,Lodging,268.48,Marriott,Lodging expense at Marriott
2025-04-11,EMP066,Travel,1026.28,Amtrak,Travel expense at Amtrak
2025-03-14,EMP021,Office,764.92,Office Depot,Office expense at Office Depot
2025-09-01,EMP035,Lodging,2309.06,Hilton,Lodging expense at Hilton
2025-10-20,EMP038,Office,727.36,Staples,Office expense at Staples
2025-09-28,EMP096,Travel,685.94,Amtrak,Travel expense at Amtrak
2025-01-21,EMP134,Travel,244.69,Hertz,Travel expense at Hertz
2025-06-02,EMP146,Travel,912.63,Amtrak,Travel expense at Amtrak
2025-07-04,EMP021,Travel,120.78,Delta Air,Travel expense at Delta Air
2024-12-18,EMP093,Meals,94.78,Chipotle,Meals expense at Chipotle
2024-12-15,EMP071,Lodging,494.33,Hilton,Lodging expense at Hilton
2025-09-03,EMP148,IT Hardware,2056.3,BestBuy,IT Hardware expense at BestBuy
2025-08-22,EMP135,Meals,373.82,Dominos,Meals expense at Dominos
2025-05-15,EMP078,IT Hardware,3856.14,Apple Store,IT Hardware expense at Apple Store
2025-11-18,EMP124,Software,4725.02,Atlassian,Software expense at Atlassian
2025-06-23,EMP139,Lodging,2544.17,Holiday Inn,Lodging expense at Holiday Inn
2025-04-28,EMP056,Office,676.08,Amazon Biz,Office expense at Amazon Biz
2025-08-16,EMP055,Meals,322.02,Dominos,Meals expense at Dominos
2025-05-21,EMP106,IT Hardware,3107.06,CDW,IT Hardware expense at CDW
2025-05-24,EMP064,Travel,1415.36,Uber,Travel expense at Uber
2025-05-18,EMP070,Travel,285.2,Uber,Travel expense at Uber
2025-04-11,EMP002,IT Hardware,2781.23,Dell,IT Hardware expense at Dell
2025-11-08,EMP073,Meals,154.35,Dominos,Meals expense at Dominos
2025-09-05,EMP081,Lodging,2831.22,Marriott,Lodging expense at Marriott
2025-08-25,EMP028,Travel,204.42,United,Travel expense at United
2025-01-10,EMP124,Travel,402.37,Amtrak,Travel expense at Amtrak
2025-06-28,EMP116,Travel,1031.23,Amtrak,Travel expense at Amtrak
2025-02-26,EMP051,IT Hardware,2930.59,BestBuy,IT Hardware expense at BestBuy
2025-09-03,EMP080,Lodging,2466.24,Hilton,Lodging expense at Hilton
2025-08-30,EMP011,Meals,265.87,Ruths Chris,Meals expense at Ruths Chris
2025-05-24,EMP020,Lodging,982.76,Hilton,Lodging expense at Hilton
2024-12-18,EMP047,Office,304.47,Staples,Office expense at Staples
2025-09-17,EMP074,Travel,177.32,Hertz,Travel expense at Hertz
2025-02-22,EMP008,IT Hardware,309.92,CDW,IT Hardware expense at CDW
2025-10-13,EMP069,Travel,1475.65,Hertz,Travel expense at Hertz
2024-12-25,EMP058,Software,917.97,AWS,Software expense at AWS
2025-04-11,EMP101,Office,159.71,Office Depot,Office expense at Office Depot
2025-07-14,EMP076,Travel,1170.54,Delta Air,Travel expense at Delta Air
2025-09-20,EMP052,Meals,110.04,Panera,Meals expense at Panera
2024-12-10,EMP078,Lodging,2924.16,Marriott,Lodging expense at Marriott
2025-02-01,EMP069,Software,2407.58,Atlassian,Software expense at Atlassian
2025-11-20,EMP024,Software,970.95,Slack,Software expense at Slack
2025-10-01,EMP034,Meals,43.07,Chipotle,Meals expense at Chipotle
2025-08-06,EMP053,Software,1118.8,Slack,Software expense at Slack
2025-07-03,EMP126,Software,1899.6,Zoom,Software expense at Zoom
2025-09-15,EMP013,Meals,127.24,Starbucks,Meals expense at Starbucks
2025-05-24,EMP068,Meals,101.47,Chipotle,Meals expense at Chipotle
2025-05-15,EMP129,Office,663.02,Uline,Office expense at Uline
2025-09-27,EMP113,Lodging,379.11,Hilton,Lodging expense at Hilton
2025-03-13,EMP066,Meals,122.16,Dominos,Meals expense at Dominos
2025-09-04,EMP015,Lodging,2102.34,Airbnb,Lodging expense at Airbnb
2025-03-18,EMP092,Office,76.88,Uline,Office expense at Uline
2025-07-24,EMP018,Lodging,2829.83,Hilton,Lodging expense at Hilton
2025-06-29,EMP060,Lodging,870.67,Holiday Inn,Lodging expense at Holiday Inn
2025-11-02,EMP064,Travel,350.26,Amtrak,Travel expense at Amtrak
2025-01-26,EMP049,Office,616.54,Uline,Office expense at Uline
2025-02-08,EMP135,Meals,245.04,Ruths Chris,Meals expense at Ruths Chris
2025-07-04,EMP108,Meals,127.3,Chipotle,Meals expense at Chipotle
2025-05-05,EMP088,Lodging,247.59,Marriott,Lodging expense at Marriott
2025-05-19,EMP023,Travel,1266.39,Delta Air,Travel expense at Delta Air
2025-02-05,EMP041,IT Hardware,3914.17,BestBuy,IT Hardware expense at BestBuy
2025-07-30,EMP011,Travel,315.14,Delta Air,Travel expense at Delta Air
2025-07-01,EMP065,IT Hardware,430.17,Newegg,IT Hardware expense at Newegg
2024-12-21,EMP099,Travel,1189.67,Uber,Travel expense at Uber
2025-03-10,EMP102,Travel,1423.82,United,Travel expense at United
2025-07-15,EMP016,Travel,1360.35,United,Travel expense at United
2024-12-14,EMP115,Software,999.27,AWS,Software expense at AWS
2025-10-13,EMP113,Meals,300.85,Ruths Chris,Meals expense at Ruths Chris
2025-07-03,EMP010,IT Hardware,2630.07,BestBuy,IT Hardware expense at BestBuy
2025-11-08,EMP097,Lodging,2750.05,Airbnb,Lodging expense at Airbnb
2025-03-20,EMP003,Office,308.69,Amazon Biz,Office expense at Amazon Biz
2025-04-02,EMP142,Software,1599.18,Zoom,Software expense at Zoom
2025-06-19,EMP069,Office,643.38,Staples,Office expense at Staples
2025-07-29,EMP098,Software,4308.65,Atlassian,Software expense at Atlassian
2025-01-03,EMP044,Software,4621.34,Zoom,Software expense at Zoom
2025-03-20,EMP035,Software,3614.54,AWS,Software expense at AWS
2025-05-18,EMP101,IT Hardware,3054.35,BestBuy,IT Hardware expense at BestBuy
2025-05-15,EMP052,Software,474.22,Slack,Software expense at Slack
2025-11-05,EMP078,Software,1928.66,AWS,Software expense at AWS
2025-08-02,EMP084,Travel,53.18,Amtrak,Travel expense at Amtrak
2025-09-19,EMP083,Meals,166.0,Local Diner,Meals expense at Local Diner
2025-03-06,EMP078,Travel,453.35,Uber,Travel expense at Uber
2025-04-25,EMP033,IT Hardware,3896.24,Newegg,IT Hardware expense at Newegg
2024-12-17,EMP138,Software,3128.11,Atlassian,Software expense at Atlassian
2025-05-11,EMP125,Meals,296.01,Starbucks,Meals expense at Starbucks
2025-04-24,EMP013,Travel,1118.65,Amtrak,Travel expense at Amtrak
2025-11-09,EMP137,Meals,135.69,Panera,Meals expense at Panera
2025-05-25,EMP145,Travel,832.76,Amtrak,Travel expense at Amtrak
2025-07-20,EMP048,IT Hardware,646.92,Apple Store,IT Hardware expense at Apple Store
2025-06-14,EMP136,IT Hardware,2959.61,BestBuy,IT Hardware expense at BestBuy
2025-01-18,EMP107,Travel,545.31,Lyft,Travel expense at Lyft
2025-02-25,EMP090,Office,106.41,Uline,Office expense at Uline
2025-04-22,EMP073,Travel,759.55,Hertz,Travel expense at Hertz
2025-07-15,EMP003,Lodging,632.96,Holiday Inn,Lodging expense at Holiday Inn
2025-04-23,EMP144,IT Hardware,926.79,Newegg,IT Hardware expense at Newegg
2025-10-22,EMP110,Software,1465.66,AWS,Software expense at AWS
2025-03-13,EMP052,Office,332.36,Uline,Office expense at Uline
2025-04-06,EMP095,Lodging,2907.21,Marriott,Lodging expense at Marriott
2025-10-17,EMP137,Lodging,1599.59,Airbnb,Lodging expense at Airbnb
2025-03-19,EMP074,Meals,354.1,Panera,Meals expense at Panera
2025-05-05,EMP144,Travel,1410.8,Amtrak,Travel expense at Amtrak
2025-02-14,EMP102,Lodging,2214.34,Marriott,Lodging expense at Marriott
2025-03-18,EMP079,Meals,232.44,Chipotle,Meals expense at Chipotle
2025-07-28,EMP045,Meals,39.87,Ruths Chris,Meals expense at Ruths Chris
2025-01-06,EMP076,IT Hardware,2641.19,Apple Store,IT Hardware expense at Apple Store
2025-05-03,EMP136,Software,343.29,AWS,Software expense at AWS
2025-03-04,EMP021,IT Hardware,3713.88,BestBuy,IT Hardware expense at BestBuy
2025-06-10,EMP126,Lodging,2976.3,Holiday Inn,Lodging expense at Holiday Inn
2025-04-05,EMP008,Lodging,2637.32,Hilton,Lodging expense at Hilton
2025-01-03,EMP044,Office,804.06,Office Depot,Office expense at Office Depot
2025-11-29,EMP123,Lodging,2336.61,Airbnb,Lodging expense at Airbnb
2025-03-27,EMP060,Travel,1361.07,Hertz,Travel expense at Hertz
2025-01-20,EMP089,Travel,893.21,Delta Air,Travel expense at Delta Air
2025-04-07,EMP072,Travel,981.88,United,Travel expense at United
2025-06-17,EMP092,IT Hardware,1673.48,Newegg,IT Hardware expense at Newegg
2025-05-30,EMP015,Travel,725.85,Hertz,Travel expense at Hertz
2025-08-25,EMP147,Software,511.3,AWS,Software expense at AWS
2025-08-24,EMP023,Lodging,588.86,Hilton,Lodging expense at Hilton
2025-02-28,EMP063,Meals,55.25,Chipotle,Meals expense at Chipotle
2025-05-27,EMP009,IT Hardware,3353.32,Apple Store,IT Hardware expense at Apple Store
2025-05-04,EMP008,Travel,924.52,Amtrak,Travel expense at Amtrak
2025-11-24,EMP042,Travel,484.16,Hertz,Travel expense at Hertz
2025-01-25,EMP060,Software,2644.37,Atlassian,Software expense at Atlassian
2025-07-22,EMP005,Meals,174.74,Local Diner,Meals expense at Local Diner
2025-03-20,EMP033,Travel,165.91,Lyft,Travel expense at Lyft
2025-05-25,EMP123,Lodging,2915.33,Holiday Inn,Lodging expense at Holiday Inn
2024-12-13,EMP134,Software,2039.32,Slack,Software expense at Slack
2025-03-02,EMP034,IT Hardware,970.47,Apple Store,IT Hardware expense at Apple Store
2025-05-20,EMP075,IT Hardware,3866.46,Dell,IT Hardware expense at Dell
2024-12-11,EMP001,Lodging,2744.92,Holiday Inn,Lodging expense at Holiday Inn
2025-03-14,EMP141,Lodging,1114.05,Airbnb,Lodging expense at Airbnb
2025-08-18,EMP038,Travel,842.11,Uber,Travel expense at Uber
2024-12-01,EMP079,Meals,378.18,Ruths Chris,Meals expense at Ruths Chris
2025-09-16,EMP039,Travel,1207.03,Amtrak,Travel expense at Amtrak
2025-07-25,EMP024,Meals,128.48,Starbucks,Meals expense at Starbucks
2024-12-12,EMP148,Meals,37.25,Dominos,Meals expense at Dominos
2025-02-27,EMP088,Lodging,1539.41,Holiday Inn,Lodging expense at Holiday Inn
2025-11-10,EMP038,Meals,255.27,Starbucks,Meals expense at Starbucks
2025-07-10,EMP043,Software,3145.96,Atlassian,Software expense at Atlassian
2025-10-20,EMP084,Software,1560.91,Slack,Software expense at Slack
2025-02-15,EMP004,Meals,232.7,Starbucks,Meals expense at Starbucks
2024-12-08,EMP119,Meals,330.58,Starbucks,Meals expense at Starbucks
2025-11-10,EMP034,Lodging,889.44,Holiday Inn,Lodging expense at Holiday Inn
2025-06-20,EMP118,IT Hardware,1690.62,Dell,IT Hardware expense at Dell
2025-09-13,EMP066,Travel,804.24,Amtrak,Travel expense at Amtrak
2025-07-28,EMP085,Lodging,2478.9,Airbnb,Lodging expense at Airbnb
2025-09-29,EMP049,Lodging,2430.13,Holiday Inn,Lodging expense at Holiday Inn
2025-06-14,EMP122,Meals,302.28,Local Diner,Meals expense at Local Diner
2025-09-16,EMP128,Meals,164.63,Dominos,Meals expense at Dominos
2025-08-27,EMP122,Lodging,630.94,Hyatt,Lodging expense at Hyatt
2025-08-14,EMP075,Meals,195.02,Dominos,Meals expense at Dominos
2025-01-07,EMP018,Meals,196.19,Dominos,Meals expense at Dominos
2024-12-22,EMP135,Lodging,323.55,Hilton,Lodging expense at Hilton
2025-08-27,EMP072,IT Hardware,3111.67,BestBuy,IT Hardware expense at BestBuy
2025-01-03,EMP072,Meals,132.02,Panera,Meals expense at Panera
2025-08-07,EMP095,Meals,44.54,Ruths Chris,Meals expense at Ruths Chris
2025-11-25,EMP025,Lodging,1553.72,Holiday Inn,Lodging expense at Holiday Inn
2025-01-06,EMP065,Software,1313.98,AWS,Software expense at AWS
2025-11-11,EMP067,Office,365.48,Amazon Biz,Office expense at Amazon Biz
2025-02-24,EMP013,Travel,1386.85,Amtrak,Travel expense at Amtrak
2025-11-02,EMP096,IT Hardware,2098.58,BestBuy,IT Hardware expense at BestBuy
2025-08-15,EMP082,Lodging,2185.38,Hilton,Lodging expense at Hilton
2025-09-04,EMP132,Office,730.04,Uline,Office expense at Uline
2025-02-10,EMP149,Meals,354.65,Ruths Chris,Meals expense at Ruths Chris
2025-04-23,EMP024,Travel,1410.46,Amtrak,Travel expense at Amtrak
2025-10-15,EMP026,Software,3089.74,Salesforce,Software expense at Salesforce
2025-07-10,EMP060,Meals,137.8,Starbucks,Meals expense at Starbucks
2025-11-26,EMP137,Travel,686.45,Lyft,Travel expense at Lyft
2025-02-17,EMP087,Lodging,1542.19,Hilton,Lodging expense at Hilton
2025-03-06,EMP128,Lodging,2030.08,Hyatt,Lodging expense at Hyatt
2025-04-12,EMP126,IT Hardware,1935.38,BestBuy,IT Hardware expense at BestBuy
2025-04-18,EMP083,Meals,237.54,Chipotle,Meals expense at Chipotle
2025-01-10,EMP145,Travel,606.49,Lyft,Travel expense at Lyft
2024-12-15,EMP011,Software,201.31,Zoom,Software expense at Zoom
2025-05-30,EMP096,Travel,1196.55,Uber,Travel expense at Uber
2025-09-27,EMP126,Software,4323.73,Salesforce,Software expense at Salesforce
2025-10-10,EMP031,Travel,924.92,Hertz,Travel expense at Hertz
2025-09-29,EMP148,Lodging,821.38,Marriott,Lodging expense at Marriott
2025-07-31,EMP148,IT Hardware,3532.69,CDW,IT Hardware expense at CDW
2025-10-03,EMP019,Travel,513.46,United,Travel expense at United
2025-09-22,EMP064,Software,1599.08,Zoom,Software expense at Zoom
2025-09-03,EMP102,Software,3770.67,Salesforce,Software expense at Salesforce
2025-08-06,EMP118,Software,2914.06,Slack,Software expense at Slack
2025-02-19,EMP125,Software,3414.52,AWS,Software expense at AWS
2025-08-15,EMP054,Lodging,2560.29,Airbnb,Lodging expense at Airbnb
2025-06-01,EMP067,Office,367.18,Office Depot,Office expense at Office Depot
2025-03-29,EMP105,Office,255.56,Uline,Office expense at Uline
2025-07-23,EMP010,Travel,612.01,Hertz,Travel expense at Hertz
2025-04-22,EMP057,Travel,441.37,Uber,Travel expense at Uber
2025-11-06,EMP029,IT Hardware,2641.76,CDW,IT Hardware expense at CDW
2025-06-01,EMP143,Meals,38.29,Starbucks,Meals expense at Starbucks
2025-01-31,EMP023,IT Hardware,2752.29,Dell,IT Hardware expense at Dell
2025-03-16,EMP030,Meals,385.38,Chipotle,Meals expense at Chipotle
2024-12-06,EMP103,Travel,148.17,Amtrak,Travel expense at Amtrak
2024-12-09,EMP027,IT Hardware,2430.16,Dell,IT Hardware expense at Dell
2025-06-11,EMP119,Meals,335.76,Starbucks,Meals expense at Starbucks
2024-12-04,EMP027,IT Hardware,1201.87,BestBuy,IT Hardware expense at BestBuy
2025-08-21,EMP060,IT Hardware,2864.9,BestBuy,IT Hardware expense at BestBuy
2025-08-14,EMP037,Lodging,506.66,Hilton,Lodging expense at Hilton
2025-01-07,EMP059,Office,433.53,Uline,Office expense at Uline
2024-12-02,EMP048,Travel,244.98,Lyft,Travel expense at Lyft
2025-07-06,EMP054,IT Hardware,1357.32,Dell,IT Hardware expense at Dell
2024-12-09,EMP039,Meals,276.28,Chipotle,Meals expense at Chipotle
2025-03-25,EMP065,Lodging,2547.7,Marriott,Lodging expense at Marriott
2025-10-29,EMP024,IT Hardware,720.04,Dell,IT Hardware expense at Dell
2024-12-01,EMP089,Office,767.46,Staples,Office expense at Staples
2025-09-22,EMP056,IT Hardware,165.44,Dell,IT Hardware expense at Dell
2025-02-22,EMP104,Software,1554.04,Slack,Software expense at Slack
2025-10-03,EMP044,Lodging,577.25,Marriott,Lodging expense at Marriott
2025-07-09,EMP032,Software,1857.18,Salesforce,Software expense at Salesforce
2025-11-28,EMP105,Office,187.59,Amazon Biz,Office expense at Amazon Biz
2025-08-09,EMP096,Meals,270.48,Panera,Meals expense at Panera
2025-01-03,EMP005,IT Hardware,144.76,Apple Store,IT Hardware expense at Apple Store
2024-12-17,EMP002,Meals,145.09,Ruths Chris,Meals expense at Ruths Chris
2024-12-19,EMP097,Office,351.55,Staples,Office expense at Staples
2025-06-26,EMP075,Software,4091.81,AWS,Software expense at AWS
2025-08-21,EMP105,Lodging,1029.53,Airbnb,Lodging expense at Airbnb
2025-06-22,EMP127,Lodging,2537.87,Hilton,Lodging expense at Hilton
2025-03-12,EMP044,IT Hardware,1735.93,Dell,IT Hardware expense at Dell
2025-06-28,EMP045,Office,940.05,Office Depot,Office expense at Office Depot
2025-04-11,EMP074,IT Hardware,3809.76,Apple Store,IT Hardware expense at Apple Store
2025-11-29,EMP074,Lodging,216.18,Marriott,Lodging expense at Marriott
2025-04-13,EMP020,Software,2534.34,Atlassian,Software expense at Atlassian
2025-04-16,EMP135,Travel,857.04,United,Travel expense at United
2024-12-24,EMP077,Software,3434.79,Slack,Software expense at Slack
2025-10-10,EMP149,Lodging,1882.65,Marriott,Lodging expense at Marriott
2025-01-13,EMP073,Travel,359.9,Lyft,Travel expense at Lyft
2025-01-15,EMP048,Software,3220.53,Zoom,Software expense at Zoom
2025-11-24,EMP075,Meals,279.2,Panera,Meals expense at Panera
2025-10-15,EMP043,Office,478.38,Uline,Office expense at Uline
2025-01-28,EMP061,Meals,152.71,Ruths Chris,Meals expense at Ruths Chris
2025-02-02,EMP009,Software,2022.06,Slack,Software expense at Slack
2025-08-27,EMP043,IT Hardware,3526.89,CDW,IT Hardware expense at CDW
2025-05-13,EMP005,Travel,180.53,Amtrak,Travel expense at Amtrak
2025-06-26,EMP138,IT Hardware,3639.53,Apple Store,IT Hardware expense at Apple Store
2025-02-12,EMP027,Software,2105.65,Slack,Software expense at Slack
2025-11-05,EMP012,IT Hardware,1261.58,Dell,IT Hardware expense at Dell
2025-10-03,EMP031,Office,911.26,Staples,Office expense at Staples
2025-03-06,EMP111,Office,72.54,Uline,Office expense at Uline
2025-01-12,EMP110,Lodging,2458.02,Hyatt,Lodging expense at Hyatt
2025-01-19,EMP049,Meals,131.17,Panera,Meals expense at Panera
2025-01-23,EMP001,IT Hardware,2547.13,Newegg,IT Hardware expense at Newegg
2025-10-20,EMP135,Travel,193.52,Hertz,Travel expense at Hertz
2024-12-22,EMP032,IT Hardware,3175.05,Apple Store,IT Hardware expense at Apple Store
2025-06-27,EMP115,Lodging,663.2,Hyatt,Lodging expense at Hyatt
2025-01-30,EMP075,IT Hardware,1729.98,BestBuy,IT Hardware expense at BestBuy
2025-04-24,EMP004,Travel,704.56,Amtrak,Travel expense at Amtrak
2025-02-18,EMP136,IT Hardware,832.63,Newegg,IT Hardware expense at Newegg
2025-09-26,EMP029,Software,3628.36,Atlassian,Software expense at Atlassian
2025-04-21,EMP027,Travel,515.85,Delta Air,Travel expense at Delta Air
2025-03-16,EMP137,Lodging,1346.93,Holiday Inn,Lodging expense at Holiday Inn
2025-09-14,EMP141,Lodging,321.49,Marriott,Lodging expense at Marriott
2025-01-26,EMP094,Travel,62.92,Lyft,Travel expense at Lyft
2025-10-23,EMP056,IT Hardware,1756.62,BestBuy,IT Hardware expense at BestBuy
2025-05-27,EMP081,Meals,308.13,Panera,Meals expense at Panera
2024-12-28,EMP020,Software,2728.3,Slack,Software expense at Slack
2025-09-21,EMP082,Office,663.7,Staples,Office expense at Staples
2025-06-15,EMP012,IT Hardware,2708.57,Newegg,IT Hardware expense at Newegg
2025-11-02,EMP081,Travel,1122.64,Uber,Travel expense at Uber
2025-03-14,EMP055,Lodging,1503.98,Airbnb,Lodging expense at Airbnb
2025-01-12,EMP100,Lodging,211.95,Hilton,Lodging expense at Hilton
2025-07-14,EMP039,Lodging,2350.03,Holiday Inn,Lodging expense at Holiday Inn
2025-08-24,EMP007,Office,826.05,Uline,Office expense at Uline
2025-06-23,EMP049,Software,2485.15,AWS,Software expense at AWS
2025-03-11,EMP129,Office,284.41,Office Depot,Office expense at Office Depot
2025-07-18,EMP131,IT Hardware,2307.09,Apple Store,IT Hardware expense at Apple Store
2025-02-16,EMP048,Software,1369.81,Zoom,Software expense at Zoom
2025-06-15,EMP034,Lodging,2982.99,Hyatt,Lodging expense at Hyatt
2025-11-25,EMP124,Lodging,1307.85,Hilton,Lodging expense at Hilton
2025-08-17,EMP034,Meals,102.37,Local Diner,Meals expense at Local Diner
2025-10-24,EMP014,Lodging,1611.04,Holiday Inn,Lodging expense at Holiday Inn
2025-04-19,EMP127,IT Hardware,184.63,CDW,IT Hardware expense at CDW
2025-03-30,EMP026,Lodging,1691.42,Airbnb,Lodging expense at Airbnb
2025-10-13,EMP077,Lodging,1100.54,Hyatt,Lodging expense at Hyatt
2025-01-01,EMP071,Travel,172.41,Amtrak,Travel expense at Amtrak
2025-02-09,EMP107,IT Hardware,484.32,Apple Store,IT Hardware expense at Apple Store
2025-07-13,EMP045,Software,616.84,Salesforce,Software expense at Salesforce
2025-09-29,EMP080,Software,3930.97,AWS,Software expense at AWS
2025-03-15,EMP085,Office,597.94,Uline,Office expense at Uline
2025-11-04,EMP051,Lodging,1681.72,Airbnb,Lodging expense at Airbnb
2025-03-29,EMP017,Meals,156.86,Starbucks,Meals expense at Starbucks
2025-08-23,EMP068,Lodging,1231.05,Marriott,Lodging expense at Marriott
2024-12-20,EMP137,Lodging,2527.7,Airbnb,Lodging expense at Airbnb
2025-07-31,EMP105,Travel,639.64,Lyft,Travel expense at Lyft
2025-07-11,EMP143,IT Hardware,2403.72,Newegg,IT Hardware expense at Newegg
2025-06-15,EMP094,Meals,379.85,Panera,Meals expense at Panera
2025-10-18,EMP142,Software,186.83,AWS,Software expense at AWS
2025-04-18,EMP047,Lodging,602.49,Marriott,Lodging expense at Marriott
2025-09-02,EMP032,Travel,232.26,United,Travel expense at United
2025-02-18,EMP015,Office,425.1,Uline,Office expense at Uline
2025-06-01,EMP067,Meals,233.22,Starbucks,Meals expense at Starbucks
2025-11-25,EMP105,Meals,391.8,Chipotle,Meals expense at Chipotle
2025-04-18,EMP132,IT Hardware,1829.28,CDW,IT Hardware expense at CDW
2025-06-29,EMP017,Office,938.91,Amazon Biz,Office expense at Amazon Biz
2025-06-14,EMP149,Travel,836.38,United,Travel expense at United
2025-05-05,EMP062,Meals,231.92,Dominos,Meals expense at Dominos
2025-10-14,EMP051,Meals,223.85,Dominos,Meals expense at Dominos
2025-01-21,EMP051,IT Hardware,3192.74,Apple Store,IT Hardware expense at Apple Store
2025-02-20,EMP064,Meals,195.64,Panera,Meals expense at Panera
2025-09-05,EMP137,Office,234.3,Uline,Office expense at Uline
2025-11-02,EMP053,Office,763.34,Uline,Office expense at Uline
2025-09-29,EMP027,Meals,391.97,Dominos,Meals expense at Dominos
2025-07-08,EMP002,Lodging,1058.94,Airbnb,Lodging expense at Airbnb
2025-10-01,EMP037,Office,477.74,Amazon Biz,Office expense at Amazon Biz
2025-02-26,EMP049,Lodging,561.94,Airbnb,Lodging expense at Airbnb
2025-05-14,EMP140,IT Hardware,1731.9,Apple Store,IT Hardware expense at Apple Store
2025-07-07,EMP134,Office,654.07,Office Depot,Office expense at Office Depot
2025-04-20,EMP063,Travel,1128.82,United,Travel expense at United
2025-03-20,EMP005,Office,124.55,Amazon Biz,Office expense at Amazon Biz
2025-05-09,EMP126,Software,1709.46,AWS,Software expense at AWS
2025-03-12,EMP010,IT Hardware,1644.34,Apple Store,IT Hardware expense at Apple Store
2025-10-02,EMP132,IT Hardware,2974.22,Dell,IT Hardware expense at Dell
2025-09-09,EMP119,Lodging,1441.5,Marriott,Lodging expense at Marriott
2024-12-15,EMP043,Software,2288.92,Zoom,Software expense at Zoom
2025-06-19,EMP081,IT Hardware,2368.86,Dell,IT Hardware expense at Dell
2025-10-03,EMP061,Lodging,435.82,Hyatt,Lodging expense at Hyatt
2025-07-06,EMP064,Lodging,771.88,Hyatt,Lodging expense at Hyatt
2025-10-14,EMP150,Meals,360.41,Chipotle,Meals expense at Chipotle
2025-06-28,EMP040,Lodging,2579.72,Hilton,Lodging expense at Hilton
2025-08-03,EMP031,Office,112.39,Amazon Biz,Office expense at Amazon Biz
2025-11-20,EMP085,IT Hardware,1044.06,BestBuy,IT Hardware expense at BestBuy
2025-08-06,EMP041,Travel,1003.0,Uber,Travel expense at Uber
